canon,n,pred_tg
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,2,270.9361006688163
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,3,259.8561056510744
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,4,258.47760480958414
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,5,259.84864359774156
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,6,259.04517251951205
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,8,262.8505516018512
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,1,204.7733723128761
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,2,173.87600634701917
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,3,181.655360112698
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,4,180.26152496284746
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,5,171.23545462320124
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,6,164.26319925890206
*CCNC(=O)c1ccc(-c2ccc(O*)cc2)cc1,8,162.49616310843342
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,1,92.24163502562175
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,2,121.06184647490902
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,3,107.82934406715339
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,4,105.34698691864594
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,5,97.34169864260599
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,6,104.71083128286102
*CCCCCCNC(=O)CCC1(CCC(=O)N*)c2ccccc2-c2ccccc21,8,101.67714981984237
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,1,245.5582690154481
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,2,232.0064272150881
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,3,237.30966912420902
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,4,241.48997987565423
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,5,236.17177010888423
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,6,232.31773043247594
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,8,229.48169039725875
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,1,112.57733974123838
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,2,84.95277815895106
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,3,78.91028895049274
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,4,87.18555173223395
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,5,76.11098427002912
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,6,83.4333611792435
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,8,87.13255546774941
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,1,292.08623963199256
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,2,287.81742012193587
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,3,289.08224480386343
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,4,286.73829013239794
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,5,285.87837537825254
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,6,282.20739101510316
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(Oc7ccc8nc(*)cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,8,286.9787011001955
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1,77.22132410704884
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2,63.425559405575875
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,3,69.53622997736937
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,4,65.34774759625408
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,5,62.64631552803346
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,6,66.5362554196385
*CCCOCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,8,67.48833506256986
*C[Si](*)(CCCC)CCCC,1,-64.61279880771819
*C[Si](*)(CCCC)CCCC,2,-14.991744235643461
*C[Si](*)(CCCC)CCCC,3,-23.220075145341436
*C[Si](*)(CCCC)CCCC,4,-33.63186353793019
*C[Si](*)(CCCC)CCCC,5,-32.11210023026767
*C[Si](*)(CCCC)CCCC,6,-32.76356915678609
*C[Si](*)(CCCC)CCCC,8,-36.84070872787824
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,1,123.83374030837949
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,2,119.84539966145158
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,3,129.4691616283941
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,4,142.4305713119532
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,5,138.66544612567597
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,6,134.74515701552934
*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,8,126.9878995867747
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,1,113.682957422724
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,2,133.71065960947334
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,3,125.61589656253015
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,4,126.2747920588835
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,5,127.86829815778412
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,6,134.1442829161387
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,8,130.00011497378082
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,1,157.51510393469167
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,2,186.7178071106183
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,3,200.50169316202863
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,4,213.97786863536493
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,5,207.39769568071844
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,6,212.68326590880451
*Oc1cc2ccccc2cc1OC(=O)c1ccc(Oc2ccc(C(*)=O)cc2)cc1,8,217.58948188320392
